Property Reference Number,Ratepayer,Address,Postcode,Latitude,Longitude,Property start date,Rateable value,VOA code,VOA description,Liability start date,Occupied,Occupied description,Reaons Empty,Empty from,Mandatory Reliefs,Date From,DISC Reliefs,Date From,Retail Relief,Other Reliefs,Date From, Total Net Liability ,Local Reval Relief
9010429,Airevalley Martial Arts,"Rooms 11, 12 & 13, 2nd Floor, Unit 1, Springfield Mills, Oakworth Road, Keighley, BD21 1SL",BD21 1SL,53.86436,-1.91537,2015-04-01,4900,IF3,,2015-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2015,,,,,, ‹¨«-   ,
9010431,,"2, Pearson Lane, Bradford, BD9 6BB",BD9 6BB,53.80463,-1.80708,2017-09-06,6400,CS,,2017-09-06,Y,Occupied,,,Small Business Rates Relief,06/09/2017,,,,,, ‹¨«-   ,
9010432,,"The Barn, Carters Lane, Ilkley, LS29 0DQ",LS29 0DQ,53.93892,-1.80883,2017-06-01,6400,CH1,,2017-06-01,Y,Occupied,,,Small Business Rates Relief,01/06/2017,,,,,, ‹¨«-   ,
9010433,Yobalance Ltd,"Yobalance, The Mending Rooms, Victoria Mills, Salts Mill Road, Shipley, BD17 7ET",BD17 7ET,53.83821,-1.7787,2017-01-01,7000,IF3,GYMNASIUM & PREMISES,2017-01-01,Y,Occupied,,,Small Business Rates Relief,01/01/2017,,,,,, ‹¨«-   ,
9010434,Newmason Properties Limited,"The Beauty Mill, The Mending Rooms, Victoria Mills, Salts Mill Road, Shipley, BD17 7ET",BD17 7ET,53.83821,-1.7787,2016-04-01,5300,CO,BEAUTY SALON & PREMISES,2016-04-01,,Empty,Exempt Listed Building,01/04/2016,,,,,,,, ‹¨«-   ,
9010435,Intuitive Accounting Limited,"Suite 1, 31-33, Saltaire Road, Shipley, BD18 3HH",BD18 3HH,53.83554,-1.78119,2017-01-17,5100,CO,,2017-01-17,Y,Occupied,,,Small Business Rates Relief,17/01/2017,,,,,, ‹¨«-   ,
9010436,,"Suite 4, 31-33, Saltaire Road, Shipley, BD18 3HH",BD18 3HH,53.83554,-1.78119,2017-01-17,6000,CO,,2017-01-19,Y,Occupied,,,,,,,,,," ‹¨«2,615.80 ",
9010437,,"Suite 5, 31-33, Saltaire Road, Shipley, BD18 3HH",BD18 3HH,53.83554,-1.78119,2017-01-17,6800,CO,,2018-11-05,Y,Occupied,,,Small Business Rates Relief,05/11/2018,,,,,, ‹¨«-   ,
9010438,Al-Qalam Academy,"Ground Floor, 926, Great Horton Road, Bradford, BD7 4AE",BD7 4AE,53.77558,-1.79703,2017-03-23,11000,CO,EDUCATION CENTRE & PREMISES,2017-03-23,Y,Occupied,,,Small Business Rates Relief,23/03/2017,,,,,, ‹¨«-   ,
9010439,,"1st Floor, 926, Great Horton Road, Bradford, BD7 4AE",BD7 4AE,53.77558,-1.79703,2017-03-23,8900,CO,EDUCATION CENTRE & PREMISES,2017-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
9010440,,"Gnd Flr, 81, White Abbey Road, Bradford, BD8 8DR",BD8 8DR,53.80035,-1.76941,2016-09-01,5900,CS,,2016-09-01,Y,Occupied,,,Small Business Rates Relief,01/09/2016,,,,,, ‹¨«-   ,
9010441,,"Gnd Flr, 83, White Abbey Road, Bradford, BD8 8DR",BD8 8DR,53.80035,-1.76941,2016-09-01,7400,CS,,2016-09-01,Y,Occupied,,,Small Business Rates Relief,01/09/2016,,,,,, ‹¨«-   ,
9010442,,"Spoons Tea Rooms 1st Flr , Cullingworth Mills, Halifax Road, Cullingworth, Bradford, BD13 5DD",BD13 5DD,53.82524,-1.89887,2016-05-01,1325,CO,,2017-05-01,Y,Occupied,,,,,,,,,, ‹¨«650.58 ,
9010443,Manor Investments (Uk) Limited,"Stal (Uk) Ltd 1st Flr , Cullingworth Mills, Halifax Road, Cullingworth, Bradford, BD13 5DD",BD13 5DD,53.82524,-1.89887,2016-05-01,1525,CO,,2016-05-01,,Empty,Exempt below RV,01/07/2019,,,,,,,, ‹¨«-   ,
9010445,Kane Family Funerals Ltd,"Unit 1, West Bradford Indutrial Park, Barnes Road, Bradford, BD8 9TG",BD8 9TG,53.79788,-1.79089,2017-04-24,9800,CW,,2017-05-01,Y,Occupied,,,,,,,,,," ‹¨«4,811.80 ",
9010446,Torque Technics Limited,"Unit 2, West Bradford Industrial Park, Barnes Road, Bradford, BD8 9TG",BD8 9TG,53.79788,-1.79089,2017-04-24,5300,CW,,2017-06-16,Y,Occupied,,,Small Business Rates Relief,16/06/2017,,,,,, ‹¨«-   ,
9010447,,"Unit 1b , Aire Valley House, Goulbourne Street, Keighley, BD21 1PG",BD21 1PG,53.86294,-1.91373,2017-05-01,5100,IF3,,2017-05-01,Y,Occupied,,,Small Business Rates Relief,01/05/2017,,,,,, ‹¨«-   ,
9010451,Riverside Design Studio Limited,"Riverside Design Studio, Pt 3rd Floor, Salts Mills, Victoria Road, Saltaire, Shipley, BD18 3LA",BD18 3LA,53.83832,-1.78771,2017-04-01,6200,CO,,2017-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
9010452,Salts Estates Ltd,"Salts Estates Pt 3rd Floor, Salts Mills, Victoria Road, Saltaire, Shipley, BD18 3LA",BD18 3LA,53.83832,-1.78771,2017-04-01,5800,CO,,2017-04-01,,Empty,Exempt Listed Building,01/04/2017,,,,,,,, ‹¨«-   ,
9010453,The Childrens Hub Ltd T/A Blossom Nursery,"Ground & 1st Floors, 10, Nesfield Street, Bradford, BD1 3ET",BD1 3ET,53.80106,-1.75805,2017-01-25,24500,EN1,,2017-01-25,Y,Occupied,,,,,,,,,," ‹¨«12,029.50 ",
9010454,Carter Green Ltd,"2nd Floor, 11, Market Street, Shipley, BD18 3QD",BD18 3QD,53.83252,-1.77655,2017-05-01,4550,CO,,2017-05-01,Y,Occupied,,,Small Business Rates Relief,01/05/2017,,,,,, ‹¨«-   ,
9010457,Pcfx Limited,"Yukka Ltd, Manningham Mills, Heaton Road, Bradford, BD9 4SH",BD9 4SH,53.81043,-1.78088,2017-03-01,16500,CW,,2017-03-01,Y,Occupied,,,,,,,,,," ‹¨«8,101.50 ",
9010458,The Apostles' Continuation Church International Uk,"Suites B & C, Ground Floor, 11, Edward Street, Bradford, BD4 7BH",BD4 7BH,53.7897,-1.74848,2017-04-24,11000,CW,,2017-04-24,Y,Occupied,,,Mandatory Charity Relief,24/04/2017,,,,,," ‹¨«1,108.80 ",
9010459,,"Basement, 11, Edward Street, Bradford, BD4 7BH",BD4 7BH,53.7897,-1.74848,2017-04-24,5000,CW,,2017-10-01,Y,Occupied,,,Small Business Rates Relief,01/10/2017,,,,,, ‹¨«-   ,
9010460,Browntree Properties Ltd,"Ground Floor Office , Legrams Mill, Legrams Lane, Bradford, BD7 1NH",BD7 1NH,53.7919,-1.77444,2017-08-09,6500,CO,,2017-08-09,Y,Occupied,,,Small Business Rates Relief,09/08/2017,,,,,, ‹¨«-   ,
9010461,Browntree Properties Ltd,"Ground Floor Vacant Rhs , Legrams Mill, Legrams Lane, Bradford, BD7 1NH",BD7 1NH,53.7919,-1.77444,2017-08-09,0,CO,,2017-08-09,,Empty,Exempt Listed Building,09/08/2017,,,,,,,, ‹¨«-   ,
9010462,Bradford Metropolitan Food Bank,"Ground Floor, 17-21, Chapel Street, Bradford, BD1 5DT",BD1 5DT,53.79442,-1.74537,2017-04-01,16500,CO,FOOD BANK & PREMISES,2017-04-01,Y,Occupied,,,Mandatory Charity Relief,01/04/2017,,,,,, ‹¨«-   ,
9010463,Bradford Metropolitan Food Bank,"Bst 1st 2nd & 3rd Floors, 17-21, Chapel Street, Bradford, BD1 5DT",BD1 5DT,53.79442,-1.74537,2017-04-01,27000,CO,,2019-01-01,Y,Occupied,,,Mandatory Charity Relief,01/01/2019,,,,,, ‹¨«336.54 ,
9010464,,"Unit 1, Market Square, Shipley, BD18 3QQ",BD18 3QQ,53.83276,-1.7773,2017-01-01,1700,CS,,2017-01-01,,Empty,Exempt below RV,01/01/2017,,,,,,,, ‹¨«-   ,
9010465,,"Unit 2, Market Square, Shipley, BD18 3QQ",BD18 3QQ,53.83276,-1.7773,2017-01-01,1600,CS,,2017-09-25,Y,Occupied,,,Small Business Rates Relief,25/09/2017,,,,,, ‹¨«-   ,
9010468,The National Peace And Cohesion Forum,"215, Lumb Lane, Bradford, BD8 7SG",BD8 7SG,53.80506,-1.76759,2016-11-01,24250,CO,,2019-01-01,Y,Occupied,,,Mandatory Charity Relief,01/01/2019,,,,,," ‹¨«2,444.40 ",
9010469,Sovereign Securities Limited,"215b, Lumb Lane, Bradford, BD8 7SG",BD8 7SG,53.80506,-1.76759,2016-11-01,13500,CO,,2016-11-01,,Empty,Empty Charge Retail,01/11/2016,,,,,,,," ‹¨«5,084.15 ",
9010470,,"384, Kings Road, Bradford, BD2 1NH",BD2 1NH,53.82362,-1.7435,2017-04-01,5500,CS,,2018-08-08,Y,Occupied,,,Small Business Rates Relief,08/08/2018,,,,,, ‹¨«-   ,
9010471,Illingworth Mcnair Limited,"164-166, Main Street, Bingley, BD16 2HR",BD16 2HR,53.84876,-1.83881,2017-02-01,14250,CS,,2017-02-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,," ‹¨«5,248.87 ",
9010472,,"162, Main Street, Bingley, BD16 2HR",BD16 2HR,53.84876,-1.83881,2017-02-01,8100,CS,,2017-02-01,Y,Occupied,,,Small Business Rates Relief,01/02/2017,,,,,, ‹¨«-   ,
9010475,,"Builders Yard Junc Of Wynne St, Rebecca Street, Bradford, BD1 2RX",BD1 2RX,53.79741,-1.76395,2016-04-01,8500,CW1,,2016-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2016,,,,,, ‹¨«-   ,
9010476,Bradford And Airedale Citizens Advice Bureau,"Rooms 17-18 & 20-25a, Central Hall , Alice Street, Keighley, BD21 3JD",BD21 3JD,53.8694,-1.9088,2015-04-01,9300,CO,,2015-04-01,Y,Occupied,,,Mandatory Charity Relief,01/04/2015,,,,,, ‹¨«937.44 ,
9010477,Bradford And Airedale Citizens Advice Bureau,"Room 39, Central Hall, Alice Street, Keighley, BD21 3JD",BD21 3JD,53.8694,-1.9088,2015-04-01,3550,CO,,2015-04-01,Y,Occupied,,,Mandatory Charity Relief,01/04/2015,,,,,, ‹¨«316.02 ,
9010478,Iredale Investments Limited-In Liquidation,"Ground Floor, 17, Manor Row, Bradford, BD1 4PB",BD1 4PB,53.79646,-1.75378,2015-04-01,13750,CO,,2017-12-01,,Empty,Exempt Listed Building,12/12/2017,,,,,,,, ‹¨«-   ,
9010479,Iredale Investments Limited-In Liquidation,"1st Floor, 17, Manor Row, Bradford, BD1 4PB",BD1 4PB,53.79646,-1.75378,2015-04-01,16250,CO,,2017-12-01,,Empty,Exempt Listed Building,12/12/2017,,,,,,,, ‹¨«-   ,
9010480,Scope In Bradford,"Ground & Pt 1st Floor, 471, Great Horton Road, Bradford, BD7 3DL",BD7 3DL,53.7806,-1.78489,2015-04-01,4950,CO,,2015-04-01,Y,Occupied,,,Mandatory Charity Relief,01/04/2015,,,,,, ‹¨«393.94 ,
9010481,,"Office 2 At, 471, Great Horton Road, Bradford, BD7 3DL",BD7 3DL,53.7806,-1.78489,2015-04-01,940,CO,,2015-04-01,Y,Occupied,,,,,,,,,, ‹¨«426.28 ,
9010482,,"Office 3 At, 471, Great Horton Road, Bradford, BD7 3DL",BD7 3DL,53.7806,-1.78489,2015-04-01,1025,CO,,2015-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2015,,,,,, ‹¨«-   ,
9010483,Shine (West Bowling),"Church Hall, St Stephens Church, St Stephens Road, Bradford, BD5 7EY",BD5 7EY,53.77911,-1.75233,2017-04-01,5000,LC,,2017-04-01,Y,Occupied,,,Mandatory Charity Relief,01/04/2017,,,,,, ‹¨«504.00 ,
9010484,Unite The Union Trustee Company Limited And Unite The Union,"2nd Floor, 15, Sunbridge Road, Bradford, BD1 2AY",BD1 2AY,53.79344,-1.75501,2015-04-01,8700,CO,,2019-02-12,,Empty,Empty Charge Retail,12/05/2019,,,,,,,," ‹¨«4,372.13 ",
9010485,Unite The Union Trustee Company Limited And Unite The Union,"3rd Floor, 15, Sunbridge Road, Bradford, BD1 2AY",BD1 2AY,53.79344,-1.75501,2015-04-01,6900,CO,,2019-02-12,,Empty,Empty Charge Retail,25/03/2019,,,,,,,," ‹¨«3,477.60 ",
9010486,Unite The Union Trustee Company Limited And Unite The Union,"4th Floor, 15, Sunbridge Road, Bradford, BD1 2AY",BD1 2AY,53.79344,-1.75501,2015-04-01,6600,CO,,2019-02-12,,Empty,Empty Charge Retail,25/03/2019,,,,,,,," ‹¨«3,326.40 ",
9010487,Brahma Kumaris World Spiritual University (Uk),"Unit 26, Campus Road, Bradford, BD7 1HR",BD7 1HR,53.79288,-1.76985,2017-03-30,13500,CO,,2017-03-30,Y,Occupied,,,Mandatory Charity Relief,30/03/2017,,,,,," ‹¨«1,360.80 ",
9010488,,"Units 4 & 5, Powell Road, Shipley, BD18 1BD",BD18 1BD,53.82233,-1.76526,2017-05-01,11750,IF3,,2017-05-01,Y,Occupied,,,Small Business Rates Relief,01/05/2017,,,,,, ‹¨«-   ,
9010489,Alison Law Solicitors Llp,"Unit 1, Campus Road, Bradford, BD7 1HR",BD7 1HR,53.79288,-1.76985,2017-06-01,14750,CO,,2019-05-17,Y,Occupied,,,,,,,,,," ‹¨«6,371.84 ",
9010490,The Foundation For Social Entrepreneurs T/A Unltd,"2a, Mill Street, Bradford, BD1 4AY",BD1 4AY,53.79714,-1.74971,2017-06-27,13250,CO,,2017-06-27,Y,Occupied,,,Mandatory Charity Relief,27/06/2017,,,,,," ‹¨«1,335.60 ",
9010491,,"September Cottage, 45, North Street, Haworth, Keighley, BD22 8EP",BD22 8EP,53.8327,-1.95754,2017-09-01,2550,CH1,SELF CATERING HOLIDAY UNIT AND PREMISES,2017-09-01,Y,Occupied,,,Small Business Rates Relief,01/09/2017,,,,,, ‹¨«-   ,
9010492,,"Unit 2a At, 15, Seymour Street, Bradford, BD3 9RT",BD3 9RT,53.79147,-1.73594,2017-04-01,2550,IF3,,2017-04-01,,Empty,Exempt below RV,01/04/2017,,,,,,,, ‹¨«-   ,
9010493,,"Unit 4a At, 15, Seymour Street, Bradford, BD3 9RT",BD3 9RT,53.79147,-1.73594,2017-04-01,1075,IF3,,2017-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
9010494,,"Vehicle Storage Land, Exsample Courier Services Ltd, Tong Park Industrial Estate, Baildon, Shipley, BD17 7QD",BD17 7QD,53.85688,-1.74364,2017-04-01,11750,CW1,,2017-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
9010495,G M Property Services (Leeds) Ltd,"G M Property Services,  Storage Land, Tong Park Industrial Estate, Baildon, Shipley, BD17 7QD",BD17 7QD,53.85688,-1.74364,2015-04-01,1250,CW1,,2015-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2015,,,,,, ‹¨«-   ,
9010496,,"System D Events, Storage Compound, Tong Park Industrial Estate, Baildon, Shipley, BD17 7QD",BD17 7QD,53.85688,-1.74364,2017-04-01,3900,CW1,,2019-05-01,Y,Occupied,,,,,,,,,," ‹¨«1,757.94 ",
9010497,,"Storage Compound, Tong Park Industrial Estate, Baildon, Shipley, BD17 7QD",BD17 7QD,53.85688,-1.74364,2017-07-24,8300,CW1,,2017-07-24,Y,Occupied,,,12mth additional SBRE,01/05/2019,,,,,, ‹¨«-   ,
9010498,,"Unit 40a, Tong Park Industrial Estate, Baildon, Shipley, BD17 7QD",BD17 7QD,53.85688,-1.74364,2017-04-01,3700,CW3,,2017-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
9010499,Gma Architectural Ltd,"Unit 40b, Tong Park Industrial Estate, Baildon, Shipley, BD17 7QD",BD17 7QD,53.85688,-1.74364,2017-04-01,7100,IF3,,2019-02-01,Y,Occupied,,,,,,,,,," ‹¨«3,486.10 ",
9010502,,"Unit 17, Knowles Street, Bradford, BD4 6HA",BD4 6HA,53.77097,-1.72404,2016-11-10,11000,CG1,,2016-11-10,Y,Occupied,,,Small Business Rates Relief,10/11/2016,,,,,, ‹¨«-   ,
9010503,,"Far Croft Cottage, 2, Lockwood Street, Wibsey, Bradford, BD6 1LH",BD6 1LH,53.76809,-1.77115,2017-09-04,1400,CH1,SELF CATERING HOLIDAY UNIT AND PREMISES,2017-09-04,Y,Occupied,,,Small Business Rates Relief,04/09/2017,,,,,, ‹¨«-   ,
9010505,Big Break Snooker Limited,"Unit 1, North Brook Works, Beck Street, Keighley, BD21 5JJ",BD21 5JJ,53.86423,-1.91108,2017-03-28,11000,CL2,SNOOKER HALL & PREMISES,2017-03-28,Y,Occupied,,,Small Business Rates Relief,28/03/2017,,,,,, ‹¨«-   ,
9010506,Direct Claims Nationwide Ltd,"Unit 2, North Brook Works, Beck Street, Keighley, BD21 5JJ",BD21 5JJ,53.86423,-1.91108,2017-03-28,7600,IF3,,2017-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2017,,,,,, ‹¨«-   ,
9010507,Eastern Catering Engineering Ltd,"201-203, Garnett Street, Bradford, BD3 9HA",BD3 9HA,53.79605,-1.73954,2017-06-16,11000,IF3,,2017-06-16,Y,Occupied,,,Small Business Rates Relief,16/06/2017,,,,,, ‹¨«-   ,
9010508,Jehan Boutique Ltd,"1st Floor, 201-203, Garnett Street, Bradford, BD3 9HA",BD3 9HA,53.79605,-1.73954,2017-06-16,6100,IF3,,2017-06-16,Y,Occupied,,,Small Business Rates Relief,16/06/2017,,,,,, ‹¨«-   ,
9010512,Cordatus Property L.P.,"8, Legrams Terrace, Bradford, BD7 1LN",BD7 1LN,53.79389,-1.77238,2017-05-05,13250,CO,,2017-05-05,,Empty,Empty Charge Retail,05/05/2017,,,,,,,," ‹¨«6,678.00 ",
9010513,Bling Art Limited,"10, Legrams Terrace, Bradford, BD7 1LN",BD7 1LN,53.79389,-1.77238,2017-05-05,13250,CO,,2017-05-05,Y,Occupied,,,Small Business Rates Relief,05/05/2017,,,,,," ‹¨«2,710.73 ",
9010514,Notemachine Uk Limited,"Atm Site At, 187, Morley Street, Bradford, BD7 1BE",BD7 1BE,53.78922,-1.76181,2017-08-01,3750,CX,SITE OF ATM,2017-08-01,Y,Occupied,,,,,,,,,," ‹¨«1,535.92 ",
9010515,,"187, Morley Street, Bradford, BD7 1BE",BD7 1BE,53.78922,-1.76181,2017-08-01,7700,CS,,2017-08-01,Y,Occupied,,,Small Business Rates Relief,01/08/2017,,,,,, ‹¨«-   ,
9010518,Revolutionary Displays Limited,"Unit 7, Tong Park Industrial Estate, Baildon, Shipley, BD17 7QD",BD17 7QD,53.85688,-1.74364,2015-04-01,7300,IF3,,2018-02-06,Y,Occupied,,,Small Business Rates Relief,06/02/2018,,,,,, ‹¨«-   ,
9010519,,"Unit 7d, Tong Park Industrial Estate, Baildon, Shipley, BD17 7QD",BD17 7QD,53.85688,-1.74364,2015-04-01,8000,IF3,,2015-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2015,,,,,, ‹¨«-   ,
9010520,Yorkshire Stage And Sound Limited,"Unit 7e, Tong Park Industrial Estate, Baildon, Shipley, BD17 7QD",BD17 7QD,53.85688,-1.74364,2015-04-01,8600,IF3,,2019-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2019,,,,,, ‹¨«-   ,
9010521,Cc Property(Yorkshire) Ltd,"Unit 10, Tong Park Industrial Estate, Baildon, Shipley, BD17 7QD",BD17 7QD,53.85688,-1.74364,2017-09-01,36250,CW,,2017-09-01,Y,Occupied,,,,,,,,,," ‹¨«17,798.75 ",
9010522,Eaker Build Ltd,"Unit 50, Tong Park Industrial Estate, Baildon, Shipley, BD17 7QD",BD17 7QD,53.85688,-1.74364,2017-09-01,22750,CW,,2017-09-01,Y,Occupied,,,,,,,,,," ‹¨«11,170.25 ",
9010524,Parish Church Of St Johns T/A Bierley New 2 U Store,"New To You, The Old School, Bierley Lane, Bradford, BD4 6AA",BD4 6AA,53.76873,-1.73263,2017-09-11,3200,IF3,CHARITY SHOP & PREMISES,2017-09-11,Y,Occupied,,,Mandatory Charity Relief,11/09/2017,,,Retail Discount,,, ‹¨«215.04 ,
9010525,,"Workshop At, The Old School, Bierley Lane, Bradford, BD4 6AA",BD4 6AA,53.76873,-1.73263,2017-09-11,5700,IF3,,2017-09-11,Y,Occupied,,,Small Business Rates Relief,11/09/2017,,,,,, ‹¨«-   ,
9010527,Mini Me Yearbooks Ltd,"1, Bridge Road, Silsden, BD20 9ND",BD20 9ND,53.91517,-1.93798,2017-10-04,2025,CS,,2018-04-04,Y,Occupied,,,Small Business Rates Relief,04/04/2018,,,,,, ‹¨«-   ,
9010528,,"7, Croft Street, Haworth, Keighley, BD22 8DE",BD22 8DE,53.83072,-1.95477,2015-06-06,2400,CH1,SELF CATERING HOLIDAY UNIT AND PREMISES,2018-09-12,Y,Occupied,,,Small Business Rates Relief,12/09/2018,,,,,, ‹¨«-   ,
9010529,Don Whitley Scientific Limited,"14-16, Otley Road, Charlestown, Baildon, BD17 7SE",BD17 7SE,53.83571,-1.77377,2015-09-21,90000,IF3,,2015-09-21,Y,Occupied,,,,,,,,,," ‹¨«45,360.00 ",
9010531,Tecnico World Ltd,"1a St Johns Court, Square Street, Cityway Industrial Estate, Bradford, BD4 7NP",BD4 7NP,53.7859,-1.73684,2017-05-16,1925,CO,,2019-10-01,Y,Occupied,,,,,,,,,, ‹¨«472.59 ,
9010532,Tecnico World Ltd,"1b St Johns Court, Square Street, Cityway Industrial Estate, Bradford, BD4 7NP",BD4 7NP,53.7859,-1.73684,2017-05-16,5700,CO,,2019-10-01,Y,Occupied,,,,,,,,,," ‹¨«1,399.35 ",
9010533,Tecnico World Ltd,"1c St Johns Court, Square Street, Cityway Industrial Estate, Bradford, BD4 7NP",BD4 7NP,53.7859,-1.73684,2017-05-16,3850,CO,,2019-10-01,Y,Occupied,,,,,,,,,, ‹¨«945.18 ,
9010534,H & G Healthcare Ltd,"33, Campus Road, Bradford, BD7 1HR",BD7 1HR,53.79288,-1.76985,2017-07-26,6500,CO,,2017-07-26,Y,Occupied,,,Small Business Rates Relief,09/08/2017,,,,,, ‹¨«-   ,
9010535,Sgs United Kingdom Limited,"35, Campus Road, Bradford, BD7 1HR",BD7 1HR,53.79288,-1.76985,2017-07-26,10000,CO,,2018-10-29,Y,Occupied,,,,,,,,,," ‹¨«4,910.00 ",
9010536,Kerry Logistics (Uk) Limited,"Unit 2, Newhall Business Park, Newhall Way, Bradford, BD5 8FE",BD5 8FE,53.7683,-1.74105,2017-08-01,31000,CW,,2018-04-17,Y,Occupied,,,,,,,,,," ‹¨«15,221.00 ",
9010537,Kokoon Limited,"Unit 3, Newhall Business Park, Newhall Way, Bradford, BD5 8FE",BD5 8FE,53.7683,-1.74105,2017-08-01,25250,CW,,2018-01-01,Y,Occupied,,,,,,,,,," ‹¨«12,397.75 ",
9010538,Kokoon Limited,"Unit 4, Newhall Business Park, Newhall Way, Bradford, BD5 8FE",BD5 8FE,53.7683,-1.74105,2017-08-01,41250,CW,,2017-08-01,Y,Occupied,,,,,,,,,," ‹¨«20,253.75 ",
9010539,Carlyle Bus & Coach Limited,"Unit 6, Newhall Business Park, Newhall Way, Bradford, BD5 8FE",BD5 8FE,53.7683,-1.74105,2017-08-01,15500,CW,,2019-01-15,Y,Occupied,,,,,,,,,," ‹¨«7,610.50 ",
9010540,Bear Metals Limited,"Unit 7, Newhall Business Park, Newhall Way, Bradford, BD5 8FE",BD5 8FE,53.7683,-1.74105,2017-08-01,15750,CW,,2018-03-15,Y,Occupied,,,,,,,,,," ‹¨«7,733.25 ",
9010541,Eric Wright Civil Engineering Limited,"Unit 8, Newhall Business Park, Newhall Way, Bradford, BD5 8FE",BD5 8FE,53.7683,-1.74105,2017-08-01,11000,CW,,2017-08-01,Y,Occupied,,,,,,,,,," ‹¨«3,836.78 ",
9010547,,"3, Hay Croft, Thackley, Bradford, BD10 8WT",BD10 8WT,53.83661,-1.74546,2017-04-22,610,CS,BEAUTY SALON & PREMISES,2017-04-22,Y,Occupied,,,Small Business Rates Relief,22/04/2017,,,,,, ‹¨«-   ,
9010548,Hot Dogs Of Baildon Ltd,"Hot Dogs Of Baildon, 1-3, Northgate, Baildon, BD17 6LX",BD17 6LX,53.85333,-1.76565,2016-10-01,3900,CO,DOG GROOMING SALON AND PREMISES,2016-10-01,Y,Occupied,,,Small Business Rates Relief,01/10/2016,,,,,, ‹¨«-   ,
9010549,Costa Coffee Group,"Units 7 & 8b, Five Rise Shopping Centre, Main Street, Bingley, BD16 1GL",BD16 1GL,53.84725,-1.8366,2017-08-17,37250,CS,,2017-08-17,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«12,193.17 ",
9010550,Baildon Woodbottom Wmc,"Suite 1 At, 69, Baildon Bridge, Otley Road, Baildon, BD17 7EP",BD17 7EP,53.8374,-1.77345,2017-01-01,750,CO,,2017-01-01,,Empty,Exempt below RV,01/01/2017,,,,,,,, ‹¨«-   ,
9010551,Baildon Woodbottom Wmc,"Suites 3 And 4 At, 69, Baildon Bridge, Otley Road, Baildon, BD17 7EP",BD17 7EP,53.8374,-1.77345,2017-01-01,2800,CO,,2018-11-02,,Empty,Exempt below RV,02/11/2018,,,,,,,, ‹¨«-   ,
9010554,,"Hearter Montessori School , 1st Floor Office At, 33, Barlow Road, Keighley, BD21 2EU",BD21 2EU,53.87038,-1.91479,2015-04-01,2900,CO,,2015-04-01,Y,Occupied,,,,,,,,,," ‹¨«1,423.90 ",
9010555,,"Hearter Montessori School, Gnd Floor, 33, Barlow Road, Keighley, BD21 2EU",BD21 2EU,53.87038,-1.91479,2015-04-01,16000,EN1,,2015-04-01,Y,Occupied,,,,,,,,,," ‹¨«7,856.00 ",
9010559,,"Ground Floor, 10, Eldon Place, Bradford, BD1 3AZ",BD1 3AZ,53.79976,-1.75982,2015-04-01,4150,CO,,2015-04-01,Y,Occupied,,,Small Business Rates Relief,01/04/2015,,,,,, ‹¨«-   ,
9010560,Bradford Circle For Foreign Languages,"First Floor Rear, 10, Eldon Place, Bradford, BD1 3AZ",BD1 3AZ,53.79976,-1.75982,2015-04-01,750,CO,,2015-04-01,,Empty,Exempt below RV,01/01/2018,,,,,,,, ‹¨«-   ,
9010561,Little Lotus Ltd,"Food Court 6, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79407,-1.75,2017-09-29,28750,CS,,2017-09-29,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«9,410.83 ",
9010562,Notemachine Uk Limited,"Site Of Atm At , Southgate House, 72, Thornton Road, Bradford, BD1 2DG",BD1 2DG,53.79315,-1.75845,2017-10-02,3750,CX,SITE OF ATM & PREMISES,2017-10-02,Y,Occupied,,,,,,,,,," ‹¨«1,841.25 ",
9010563,Cardtronics Uk Ltd,"Atm At Unit 1, Textile Hall, Westgate, Bradford, BD1 2RD",BD1 2RD,53.79632,-1.75984,2017-10-02,3750,CX,ATM & PREMISES,2017-10-02,Y,Occupied,,,,,,,,,," ‹¨«1,841.25 ",
9010564,Jojo Maman Bebe Ltd,"5, Brook Street, Ilkley, LS29 8AA",LS29 8AA,53.92508,-1.82372,2017-10-07,37500,CS,,2017-10-07,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«12,275.00 ",
9010565,Oliver Bonas Limited,"7, Brook Street, Ilkley, LS29 8AA",LS29 8AA,53.92508,-1.82372,2017-10-07,37000,CS,,2017-10-07,Y,Occupied,,,,,,,Retail Discount,,," ‹¨«12,111.33 ",
